"rcdk.fp.extended_673","rcdk.fp.hybridization_512","MDEN.22","rcdk.fp.standard_398","nAtomP","MDEC.33","MLogP","rcdk.fp.hybridization_958","rcdk.fp.circular_593","SCH.5","rcdk.fp.circular_299","VCH.5","VC.5","rcdk.fp.extended_253","rcdk.fp.standard_256","rcdk.fp.hybridization_770","rcdk.fp.standard_116","VCH.7","nHBDon","C3SP2","C1SP2","rcdk.fp.extended_874","rcdk.fp.estate_35","rcdk.fp.extended_622","rcdk.fp.pubchem_696","WTPT.3","rcdk.fp.hybridization_839","rcdk.fp.standard_1016","rcdk.fp.circular_660","rcdk.fp.extended_66","VC.6","TopoPSA","rcdk.fp.extended_196","rcdk.fp.standard_286","rcdk.fp.hybridization_454","VP.4","rcdk.fp.hybridization_644","rcdk.fp.standard_728","WTPT.5","SCH.6","rcdk.fp.circular_423","SCH.7","rcdk.fp.hybridization_138","rcdk.fp.circular_714","rcdk.fp.extended_548","ATSp4","rcdk.fp.hybridization_795","rcdk.fp.pubchem_644","rcdk.fp.circular_261","rcdk.fp.circular_581","rcdk.fp.kr_3971","rcdk.fp.extended_372","rcdk.fp.extended_404","rcdk.fp.standard_902","rcdk.fp.standard_69","rcdk.fp.kr_3749","rcdk.fp.extended_572","rcdk.fp.extended_248","rcdk.fp.standard_408","MDEN.23","rcdk.fp.standard_841","C2SP2","VCH.6","MDEO.12","rcdk.fp.standard_622","rcdk.fp.kr_1438","ATSp1","SC.5","rcdk.fp.standard_782","ECCEN","rcdk.fp.standard_513","rcdk.fp.standard_14","rcdk.fp.standard_870","rcdk.fp.standard_602","rcdk.fp.extended_63","rcdk.fp.extended_814","rcdk.fp.kr_2949","rcdk.fp.kr_2673","rcdk.fp.circular_47","rcdk.fp.standard_673","rcdk.fp.standard_292","VPC.6","ATSp5","rcdk.fp.hybridization_335","rcdk.fp.circular_798","rcdk.fp.graph_469","rcdk.fp.extended_944","MDEC.23","WTPT.4","rcdk.fp.standard_748","rcdk.fp.extended_436","rcdk.fp.pubchem_260","SPC.6","VP.6","apol","rcdk.fp.maccs_43","naAromAtom","rcdk.fp.pubchem_259","VP.3","rcdk.fp.kr_161","rcdk.fp.hybridization_392","rcdk.fp.circular_886","rcdk.fp.extended_178","rcdk.fp.kr_3682","rcdk.fp.extended_258","MDEC.24","rcdk.fp.standard_910","rcdk.fp.kr_1148","ATSm1","rcdk.fp.standard_305","rcdk.fp.kr_3892","rcdk.fp.standard_793","Y"
1,0,1.14471424255333,0,15,5.32817333324794,1.57,0,0,0,0,0,0.34339258847092,0,1,0,0,0.0880441910895971,0,0,4,0,1,0,0,25.9094209998865,0,0,0,0,0,76.91,0,0,0,1.78278667380505,0,0,12.7508617637689,0.123596937299533,0,0.334250436552503,0,0,0,2173.79463755298,0,0,0,0,0,0,0,0,0,0,0,1,0,1.88988157484231,0,3,0.0288675134594813,0.333333333333333,0,0,1352.24981064734,0.393802676474881,0,275,0,0,0,0,0,0,0,0,0,1,0,2.15071525105456,1703.8351584978,0,0,0,0,4.21504120107477,8.13644766328025,0,0,0,7.13139957394448,0.652234931056308,35.840344,0,12,0,4.05110659554793,0,1,0,0,0,0,0,1,0,109.27950989436,0,0,0,"0"
0,0,1,0,17,3.55400779227996,2.67,1,0,0.0962250448649376,0,0.0223606797749979,0.0813415861416618,0,0,1,0,0.117421108348863,0,2,1,0,0,0,0,12.2162832646743,1,0,0,0,0,68.99,0,0,0,2.2354458680102,0,0,9.64900132510756,0.392731561925348,0,0.490692387194449,0,0,1,2219.77061425693,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0.112213472507755,0,0,0,1418.34473452714,0.247525278594023,0,312,0,0,1,0,1,0,0,0,1,0,0,1.68039435567729,1976.9368558674,0,0,0,0,14.165433845367,0,0,1,1,6.25793503909454,0.761130982175148,41.268309,0,17,0,3.25956842242767,0,0,0,0,0,0,0,1,0,26.2076939422795,0,0,0,"0"
1,1,0,0,22,9.71143615353773,2.45,1,0,0.117851130197758,0,0.0912870929175277,0.129558439341799,1,1,1,0,0.184323249395686,1,3,5,0,1,0,0,20.4616062529574,1,0,0,0,0,108.12,0,0,0,3.08500262071296,0,1,9.10635910519067,0.335624525128851,0,0.670941797149736,1,1,0,3097.50040747324,0,0,0,0,0,1,1,0,1,0,0,0,1,0.5,1,7,0.141477544557648,0.408248290463863,0,0,1805.5497796653,0.564235113613345,0,446,0,0,0,1,1,0,0,0,0,0,0,2.19466225083881,2527.18482728011,0,1,0,1,17.1868011983476,8.29002353600148,0,0,0,10.2529787083025,1.1052315721109,42.767137,0,10,0,4.27625832930137,0,1,0,0,0,0,0,1,0,32.5311010489023,0,0,0,"0"
1,0,0.87720532146386,0,20,8.64468151706391,1.79,1,0,0.117851130197758,0,0.0204124145231932,0.113009906078112,0,0,1,0,0.119574096999305,2,0,0,0,1,0,0,25.4277560248507,1,0,0,0,0,114.32,0,0,0,2.16820652731193,1,0,12.3729700702067,0.264777017983939,0,0.544039038877951,0,0,0,2177.73404982934,0,1,0,0,0,0,0,0,0,0,0,0,0,0.90856029641607,0,12,0.0662323882131467,0.512992784003009,1,0,1277.66886322823,0.481659318447569,0,329,1,1,0,1,0,0,1,0,0,0,0,1.80764421712583,1883.81154722439,0,0,0,0,9.99678720498978,10.4775713495778,0,0,1,8.61824661366522,0.743499455299804,35.575551,0,15,0,3.20261699914428,0,1,0,0,0,0,0,1,1,33.2507472551185,1,0,0,"0"
1,0,0,0,18,5.28649926865446,3.55,0,0,0,0,0,0.0680189805014032,0,1,0,0,0.0946982097294968,0,4,2,0,1,0,0,8.54369702145389,0,0,0,0,0,37.38,0,0,0,2.8251985371142,0,0,3.44592307945187,0.259679700787487,0,0.31053555793978,0,0,0,2836.49895456225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0921008796287058,0,0,0,1773.60384196591,0.310301219927633,0,483,0,0,0,1,1,0,0,0,0,0,0,1.81820184828218,2572.04804163933,0,0,0,1,24.0626928830447,5.09777394200203,0,0,0,6.83722998130048,1.06246914316596,54.093067,0,12,0,4.07294579533694,0,1,0,0,0,0,0,0,0,26.9089183723584,0,0,0,"0"
0,0,0,0,23,14.4329344522163,3.44,1,0,0,0,0,0.187013533107403,0,0,1,0,0.184160218257416,1,4,2,0,1,1,1,14.7934933160857,1,0,0,0,0,60.85,0,0,0,4.36350206975168,1,0,7.00490471071903,0.346029380285869,0,0.612950346761901,1,0,0,4691.33588494382,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,0.165699738690929,0,0,0,2240.38261134233,0.68670056689867,0,606,0,0,0,0,1,0,1,0,1,0,0,3.88666983589888,4378.51377995917,1,0,0,0,30.3679723260929,7.78858860536672,0,0,1,15.5677356985656,1.83741979960698,58.42186,0,16,0,5.70400071313265,0,1,0,0,0,0,0,1,1,31.0433677091758,0,1,0,"1"
1,0,0.2,0,20,8.54478672078695,3.11,0,0,0,0,0,0.122310597754661,0,1,0,0,0.194246686336943,2,2,2,0,1,0,0,23.380734035126,0,1,0,0,0,95.97,0,0,0,4.38898432407372,1,1,9.52039854261984,0.308992343248832,0,0.523343122765086,0,0,0,3570.16675216273,0,1,0,0,0,1,0,0,1,0,1,0,0,0.333333333333333,0,12,0.135750862683763,0.17817416127495,0,0,2235.50665622846,0.436886723926607,0,976,0,0,0,1,1,0,0,0,0,1,0,2.88247917285926,2968.97186330638,0,0,0,1,21.949056459372,8.1448253820413,0,0,0,8.41530570335497,1.82162941097639,65.646032,0,12,0,6.26492690614544,0,1,0,0,0,0,0,0,0,42.0331451879449,0,0,0,"0"
1,0,0.333333333333333,0,15,4.92761396679063,2.23,0,0,0,0,0,0.256361621349522,0,0,0,0,0.0505244770079997,1,1,4,0,1,0,0,27.4690357010272,0,0,0,0,0.0204451529797121,102.97,0,0,1,2.66274805373762,1,0,6.0710722468178,0.166666666666667,0,0.235702260395516,0,0,0,3187.82191824523,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,9,0.0492943519233745,0.717137165600636,1,0,2034.89288906911,0.634676735415075,0,697,1,0,0,1,0,0,0,0,0,0,0,2.46097910476487,2807.15291188319,0,0,0,0,13.7586056925496,12.9933330348772,0,0,0,8.90032665738122,0.883835271143184,54.058688,0,12,0,4.74298853373007,0,1,0,0,0,0,0,0,0,53.1459586344053,1,0,0,"0"
0,0,0,0,11,4.03969545543757,3,1,0,0,0,0,0.119271587045224,0,0,1,0,0.221505320677179,0,3,0,0,0,0,0,11.6087860100983,1,0,0,0,0,54.06,0,0,0,3.65363473487292,0,0,11.6087860100983,0.219416096821288,0,0.402463365627516,0,0,0,2730.70127250696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.133333333333333,0,0,0,1645.36001357056,0.25,0,432,0,0,0,0,1,0,0,0,0,1,0,2.86351718434345,2179.09473045105,1,0,0,0,19.9495800172649,0,1,1,0,6.25346755637328,1.79476035432883,50.749446,0,0,0,5.11083556777775,0,1,0,0,0,0,0,0,0,23.4399212051059,0,0,0,"1"
0,0,1.31037069710445,0,10,4.83240973765229,1.9,1,0,0.174792464996776,0,0.0473606797749979,0.221372027976646,1,0,0,0,0.197938085993995,0,0,1,0,0,0,0,20.8579129353045,1,0,0,0,0,87.33,0,0,0,2.20135076139041,0,0,15.771387872594,0.500885163722638,0,0.712401073701215,0,0,1,2014.74551908358,1,0,0,0,0,0,0,0,0,0,1,0,0,2.40685194967073,0,3,0.147839063664033,0,0,0,1324.28433307349,0.533097450706953,0,257,1,1,0,0,1,0,0,0,0,0,0,2.25146199158356,1711.30589968,1,0,0,0,3.80270796259809,0,1,1,0,7.0486988369983,0.833416282614379,40.608688,0,10,1,3.72266620356551,0,1,0,0,0,0,0,1,0,33.6406044526812,0,0,0,"1"
0,0,1.31037069710445,0,18,3.85422112534427,2.23,1,0,0.0962250448649376,0,0.0223606797749979,0.108713340210044,1,0,1,0,0.108335643435404,0,0,2,0,1,0,0,21.2154958561787,1,0,0,0,0,102.18,0,0,0,2.32904243967955,0,0,16.1084869931251,0.389925436524413,0,0.507815121105022,0,0,0,2422.96576731006,1,0,1,0,0,0,0,0,0,0,0,0,0,2.40685194967073,0,9,0.105733409809987,0,0,0,1505.24264630672,0.38689453417432,0,354,0,1,0,0,1,0,0,0,1,0,0,1.52757082833244,2120.53505783218,0,0,0,0,10.4115886297393,2.57215779535413,0,1,0,7.18165523624435,0.692643373498546,42.510309,0,17,0,3.41912554271182,0,1,0,0,0,0,0,1,0,29.7021235803734,1,0,0,"1"
0,0,0,0,20,8.92021799726512,2.78,0,0,0,0,0,0.0696151357462002,0,0,0,1,0.0965281954966567,1,3,1,1,1,0,0,13.8232208722319,0,0,0,0,0,64.99,1,0,0,2.30489969515135,0,0,0,0.19163831904351,0,0.465973172182145,1,0,0,2413.48244399123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0628439137071886,1.03959118889048,0,0,1379.02502430109,0.330933093275581,0,424,0,1,0,0,0,0,1,0,0,0,1,1.60261724574392,1962.21784083417,0,0,0,0,19.1826629434993,13.8232208722319,0,0,0,8.18439897322742,0.868039901856393,43.265102,0,16,0,3.41409941063116,0,1,0,0,0,0,0,0,1,25.8723451777047,0,0,0,"1"
0,0,1.44224957030741,0,15,1.65096362444731,2.34,0,0,0.0962250448649376,0,0.0223606797749979,0.0523606797749979,0,0,0,0,0.0777084290754135,0,2,2,0,0,0,0,14.8436615964813,0,0,0,0,0,81.87,0,0,0,1.72102881130916,0,0,12.3182629946097,0.362553544089818,0,0.352589114434064,0,0,0,1431.44751575338,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88988157484231,0,6,0.0944356947299771,0,0,0,1170.60850666597,0.192450089729875,0,306,0,0,0,0,1,0,0,0,0,0,0,0.854756929788827,1128.06801088163,0,0,0,0,7.72005448728915,0,0,1,0,3.40824184203279,0.411361618712721,39.515102,0,11,0,2.62976717796466,1,1,0,1,0,0,0,1,0,25.5676742435559,0,0,0,"1"
0,0,0,0,22,8.90863954269666,3.44,1,0,0.0555555555555556,0,0.0279508497187474,0.415121893013826,0,0,1,0,0.369045485598701,0,3,1,0,1,0,0,11.5728639124664,1,0,0,1,0.0683592530427468,46.61,0,0,0,3.74362908379708,0,0,3.32377336802393,0.496545384693743,0,1.07065088774733,1,1,0,3760.18086546281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.200578155616386,0.707106781186548,0,0,2001.01310933452,1.0239903785523,0,545,0,0,0,0,1,0,0,1,0,0,1,4.78998789003165,2925.21953984034,0,0,0,0,19.7244727534874,8.24909054444244,1,0,0,15.0485158086608,1.2706157875906,54.895067,0,12,0,5.14720371473107,0,1,0,0,1,0,2.37629072541023,0,0,28.6833874078993,0,1,0,"0"
0,0,0,0,18,5.23244964016031,2.56,0,0,0.0785674201318386,0,0.0684653196881458,0.137801589402862,0,0,0,0,0.2585784359462,1,1,2,0,1,1,1,14.6620644191564,0,0,0,0,0,74.71,0,0,0,3.07656866080623,1,0,6.48150133361556,0.405142906765544,0,0.589848847210233,0,0,0,2451.46657762621,0,1,0,0,0,1,0,0,0,0,1,0,0,0.2,0,11,0.197371727238243,0,0,0,1533.18205744537,0.293217603751632,0,358,0,0,0,0,0,0,0,0,1,0,0,2.51487749062737,2038.13539013027,0,0,0,1,13.8187386651658,5.00659020432343,1,0,0,6.85733566992487,1.2880235643239,41.105516,0,15,0,3.99086041857202,0,0,0,0,0,0,0,1,0,28.3966517120849,0,0,0,"0"
0,0,0,0,4,9.23033016398929,3.22,0,1,0.0680413817439772,0,0.0510310363079829,1.00304572689622,0,0,0,0,0.724206897162545,2,1,2,0,1,0,0,12.8903404225482,0,0,0,1,0.203060513730781,83.83,0,0,0,7.43632970557638,0,0,0,0.397375628689796,0,1.05468721436157,0,0,0,6080.43819805406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.28654060471845,0.816496580927726,1,0,2400.31376758881,1.86192081191108,0,420,0,0,0,0,0,0,1,1,0,0,0,16.6237363085952,5155.55479701048,0,0,0,0,16.4613178683756,12.8903404225482,1,0,0,27.0267232296218,4.42576442423428,60.97379,0,0,0,8.84813579806963,0,0,0,0,0,0,7.05972499360866,0,1,29.8723451777047,0,0,0,"0"
1,0,1.82567229965483,0,14,6.30346945628182,2.01,0,0,0.262188697495164,1,0.144570576902913,0.0619769504008731,0,0,1,0,0.221856028044595,2,1,2,0,1,0,0,31.5178575209256,0,1,0,1,0,146.75,0,0,0,4.50723889455444,1,1,12.2066416276127,0.33677012102661,0,0.413498909832804,0,0,0,2772.64470501015,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0.188600448099903,0.258198889747161,1,0,2132.60740140894,0.192450089729875,1,727,1,1,0,1,1,0,0,0,0,0,0,2.75751646574637,2534.64187165654,0,0,0,0,12.0006467088788,8.09188122309799,0,0,0,6.13448585538973,1.63622621564634,56.664688,0,11,0,6.4724371154712,0,0,0,0,0,0,0,1,0,93.989875087793,1,0,0,"0"
1,0,0,0,18,10.4544778654539,3.22,0,0,0,0,0,0.288227242170776,0,1,0,0,0.226822756806629,0,4,1,0,1,0,0,26.1311621881469,0,1,0,0,0,49.85,0,0,0,4.67211364189459,1,1,6.8905249282149,0.293700391659476,0,0.606757346131923,0,0,0,4443.2148661793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.12170691860998,0.227921152919276,0,0,2741.96956557398,0.643634553260967,0,-1309411404,1,0,0,1,1,0,0,0,0,0,0,3.70472159925383,3901.87060042049,0,0,0,1,32.4205464675969,8.17293799687517,0,0,0,10.7538794094985,1.91747604942814,77.935825,0,12,0,7.45118768904246,0,1,0,0,0,0,0,0,0,77.6081172484197,1,0,0,"0"
1,0,1.31037069710445,0,23,4.67604634100445,2.12,0,0,0.117851130197758,0,0.0612372435695795,0.219680599838957,0,1,0,0,0.160419669231944,1,0,2,0,1,0,0,25.8015802444451,0,0,0,0,0.0241151054841097,125.64,0,1,0,3.08640247143306,1,0,9.14898226277358,0.312362352792155,0,0.499215199766884,0,0,0,3379.82613873144,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,13,0.12794799896734,0,0,0,2087.59899787728,0.709275694947192,0,499,1,0,0,0,0,0,0,0,0,0,0,2.65436469716413,3132.22521414851,0,0,0,1,13.140729281723,7.57335918188576,0,0,1,9.5232512064321,1.07433477514884,46.75393,0,17,0,4.62464688347215,0,0,0,0,0,0,0,0,0,47.3718039952011,1,0,1,"0"
0,0,0,0,29,0,4.54,1,0,0.157134840263677,0,0.0589061650537335,0.239885603111075,0,0,1,0,0.429024550686632,0,5,2,0,1,0,0,23.7259714643995,1,0,0,0,0,95.07,0,0,0,6.21537619765045,1,0,6.96984700350153,0.785166286769748,0,1.4518550768662,0,0,0,5666.88054402906,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,24,0.264125011791459,6.00000000600001e-09,0,0,3285.43241342241,0.997733024629845,0,-784247906,0,0,0,0,1,0,0,0,0,0,0,5.29317121591873,4794.75850649211,0,0,0,1,0,13.5085428529502,0,0,1,17.5728455960512,2.57153780193273,93.807376,0,29,0,8.41464730466245,0,1,0,0,0,0,0,0,0,54.7200588187077,1,1,0,"0"
0,0,0,0,19,10.036094537986,3.11,0,0,0,0,0,0.187016679324739,0,0,0,0,0.133799145280272,0,3,1,0,1,0,0,19.745583447991,0,0,0,1,0,65.07,0,0,0,3.39398856814961,0,0,2.95863874914074,0.194444444444444,1,0.453851459037975,0,1,1,3417.04508514051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0666533070232869,1.00847634462342,1,0,2005.2680717021,0.642802533745184,0,701,0,0,0,0,0,0,0,0,0,0,0,2.64571580248457,3018.11856834522,0,0,0,0,23.0358970543419,14.2088290520545,0,0,0,9.464062535398,1.40794382253685,61.549446,0,12,0,4.90692926013742,0,1,0,0,1,0,0,0,0,76.4904162702966,0,0,0,"0"
1,0,0.25,0,30,9.80720160085821,3.55,1,0,0.117851130197758,0,0.0790569415042095,0.103721245094569,0,0,1,0,0.190481874510264,1,4,5,1,1,1,1,26.2790934434845,1,1,0,0,0,132.79,1,0,0,4.43766089473521,1,1,11.9436758986861,0.358304985710176,0,0.613992195800724,1,0,0,4048.02748338385,0,1,0,0,1,1,0,0,0,0,0,0,0,0.18490006540841,0,12,0.149343888334485,0.755928946018455,1,0,2593.61253078744,0.448784223473339,0,1343,0,1,0,0,1,1,0,1,0,0,1,2.28593814355953,3674.37580334298,0,0,0,0,27.7695286837616,11.2304927017728,0,0,1,9.53731040339043,1.57623714994488,77.124618,0,21,0,6.68686101064184,0,1,0,0,0,0,0,0,0,47.6655503857197,1,0,0,"0"
0,0,0,0,22,4.47327677960482,2.67,0,1,0,0,0,0.0340206908719886,0,0,0,0,0.060908481690001,0,2,1,0,1,0,0,15.8039057818792,0,0,0,0,0,86.51,0,0,0,1.96230940617385,0,0,3.03382613669205,0.166666666666667,0,0.214076175062696,0,0,1,1852.7691977909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0555555555555556,0.752120618617279,0,0,1261.95705607682,0.330933093275581,0,452,0,0,0,1,0,0,0,1,0,0,1,1.0089942061001,1610.77175574921,0,0,0,0,17.2768917225468,12.7700796451871,0,0,0,5.72849782526902,0.593182039671771,43.698309,0,12,0,2.95106859199785,0,1,1,0,1,0,0,0,0,27.2323254789812,0,0,0,"0"
1,0,0,0,23,6.78135662141246,2.89,0,0,0.0785674201318386,0,0.0684653196881458,0.158528872494921,0,1,0,0,0.266926327210836,0,1,1,0,1,0,0,28.8734547995733,0,1,0,0,0,113.58,0,0,0,4.48018938864631,0,0,12.9348275326239,0.396608801875816,0,0.661240281280426,0,0,0,4033.76093021923,0,0,0,0,0,0,0,0,1,0,0,0,0,0.696238325041917,0,13,0.198344273077247,0.248287617491889,0,0,2474.17117170186,0.475141655093645,0,790,1,0,0,1,0,0,0,0,0,1,0,3.09697209504047,3700.64640702971,0,0,0,0,21.7676668740423,10.2206848978868,0,0,0,9.40941126569106,1.78525083035276,69.837825,0,12,0,6.61790984554133,0,1,0,0,0,0,0,0,0,51.3785002935685,1,0,0,"0"
0,0,0,0,17,1.74020216019058,1.9,0,0,0.117851130197758,0,0.0340206908719886,0.100105378938003,0,0,0,0,0.0967305082727387,0,1,2,0,1,0,0,19.3883830631034,0,0,0,0,0.0145101719968058,98.8,0,1,0,1.71091794694565,0,0,3.02303157580217,0.210300280176189,0,0.446975275429689,0,0,0,1856.64434746137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0.0726543636883417,1.33333333333333,0,0,1210.07247732985,0.788675134594813,0,280,0,0,0,1,0,0,0,0,0,0,0,1.28864493340029,1503.83610290099,0,0,0,1,9.53514412927377,12.8711803865556,0,0,0,6.61235372160462,0.642607912570467,33.371137,0,11,0,2.78510333357435,0,1,0,0,0,0,0,0,0,28.3600785174312,1,0,1,"0"
1,0,0,0,20,4.32963838586645,2.78,1,0,0.0785674201318386,0,0.0322748612183951,0.0618194616656619,0,1,1,0,0.0985778027478107,1,2,2,0,1,0,0,11.7075092671117,1,1,0,0,0,49.41,0,0,0,2.04247392940169,1,0,6.55627107741253,0.462175462213816,0,0.539794782135752,0,0,0,1906.17781150782,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0.12277720496309,0,0,0,1280.89676179418,0.321401266872592,0,361,0,0,0,1,1,0,0,0,0,0,0,1.12586843607875,1605.09906403838,0,0,0,0,15.2645491885279,5.15123818969917,0,0,0,6.40195493971705,0.592414009862501,39.965516,0,12,0,3.02118312210777,0,0,0,0,1,1,0,0,0,22.2688986736349,0,0,1,"0"
0,0,5.73305922531304,0,25,5.26590428791269,2.89,0,0,0.117851130197758,0,0.0340206908719886,0.0420025348079575,0,0,0,0,0.133460204781073,2,2,1,0,1,1,1,36.3660067741203,0,1,0,0,0,143.84,0,0,0,3.67179682494724,1,1,25.3818190182337,0.506873575386553,0,0.566091280939662,0,0,0,3292.41684974535,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93423242387835,0,14,0.153328879547974,0.356348322549899,0,0,2213.39202648931,0.333333333333333,0,1266,0,0,0,1,0,0,0,0,0,0,0,1.57194066334746,2984.0520732115,1,1,0,0,23.3213982776122,10.9841877558867,0,1,1,7.98996636951726,1.21087045167067,72.011032,0,23,1,5.59922654752435,1,1,0,0,0,0,0,1,0,42.9777185523756,0,0,0,"1"
0,0,0,0,9,4.05205432427585,2.67,0,0,0.0785674201318386,0,0.0684653196881458,0.103735663977456,0,0,0,0,0.290188508061428,1,2,2,0,1,1,0,14.7739597726948,0,0,0,0,0,74.71,0,0,0,3.08298935746494,0,0,6.49945416636027,0.411900753465172,0,0.644457217914803,0,1,0,2158.79652521365,0,1,0,0,0,1,0,0,0,0,1,0,0,0.333333333333333,0,10,0.210975638606105,0,0,0,1510.03192413791,0.242833846740753,0,429,0,0,0,0,0,0,0,0,0,0,0,2.24617712130181,1654.73145533306,0,0,0,1,14.6079905844282,5.1381262469637,1,0,0,6.41255883845768,1.12563381660313,44.199102,0,15,0,4.24306689195605,0,0,0,0,0,0,0,0,0,29.3966517120849,0,0,0,"0"
0,1,0.5,0,14,3.55400779227996,2.45,0,0,0,0,0,0.0715414206792191,0,0,0,0,0.121117848152971,0,1,0,0,0,0,0,22.9926538179076,0,0,0,0,0.00348535740338762,41.49,0,0,0,2.63727292769169,0,0,13.0373522540607,0.234708048410644,0,0.351072054300977,0,0,0,2433.28682685767,0,0,0,0,0,0,0,0,0,0,0,1,0,1.26491106406735,0,8,0.0922115345075184,0,0,0,1469.86736135744,0.599679368558886,0,513,0,0,1,0,0,1,0,0,0,0,0,1.71463786009396,2119.40993572274,0,1,0,0,13.9626614916037,2.78567274364518,0,0,0,7.97870820085282,1.08163941906605,49.462067,0,12,0,4.17667969778086,0,1,0,0,0,0,1.83779216936643,1,0,31.7205226577748,0,0,0,"0"
0,0,0,0,17,3.87917613986835,3.22,1,0,0.0785674201318386,0,0.0322748612183951,0.138742334424322,0,0,1,0,0.222368042691315,0,3,3,0,0,0,0,7.65312599931325,1,0,0,0,0,8.81,0,0,0,2.86707303809275,1,0,6.65312599931325,0.378694254495985,0,0.661133090882907,0,1,0,2339.91655289559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.14159708709369,0,0,0,1553.29561624552,0.315235256343043,0,-1244640302,0,0,0,0,0,0,0,0,0,0,0,2.34356870945942,1920.11070145654,0,1,0,0,17.2741816771512,0,0,0,1,6.67388372487718,1.14496977694743,54.992653,0,15,1,4.14725143528933,0,1,0,0,0,0,0,0,0,133.35862318711,0,0,0,"0"
1,0,0,0,21,9.6358820810841,2.89,0,0,0.0785674201318386,0,0.03125,0.090418748813375,0,1,0,0,0.142649281620355,1,3,1,0,1,0,0,13.8237763007062,0,0,0,0,0,64.63,0,0,0,2.4931663278501,1,0,3.08151399060211,0.396608801875816,0,0.637707074413447,1,1,1,2430.46579771414,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0.118718385807535,0.641463638797174,0,0,1477.07164442533,0.384088408773385,0,454,0,0,0,0,1,0,0,0,0,0,0,1.66543668739964,2028.74657939552,0,0,0,0,19.0328317569941,10.742262310104,0,0,0,8.41967508148464,0.85411004957701,45.989895,0,12,0,3.65964603026879,0,1,0,0,1,1,0,0,0,26.4578564434403,0,0,0,"0"
0,0,1.16740757433902,1,10,17.088595707858,3.55,1,0,0.0785674201318386,0,0.03125,0.157909252978836,0,0,1,0,0.273216155930317,2,2,1,0,1,0,0,21.1214774277771,1,0,0,0,0,95,0,0,0,4.74666139784346,1,0,15.9649016407092,0.502291191795518,0,0.913735897818718,0,1,0,4868.53595396258,1,1,0,0,0,0,0,0,1,0,0,0,0,1.17348231572452,0,14,0.172226644520117,0,0,0,2541.62489993303,0.500222355732723,1,746,0,1,1,1,1,1,1,0,1,0,0,4.12990650913342,4826.4473240416,0,0,0,0,29.7280319326451,5.15657578706793,0,0,1,14.4197431929857,2.18053351365772,70.867411,0,21,1,6.08923229189191,0,1,0,0,0,0,0,0,1,36.3488395774643,0,0,0,"1"
0,1,0.96548938460563,0,18,5.62453214962305,2.67,0,0,0,0,0,0.0935402363731747,0,1,0,0,0.0967636630472818,1,2,2,0,1,1,0,22.819096755653,0,0,0,0,0.00721237204013192,97.4,0,1,1,2.82274001957712,1,0,9.22395636442804,0.253436787693276,0,0.355773464762801,0,0,0,3212.61503027417,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0.0742865494624976,0,1,0,2026.30030657702,0.540911802259213,1,647,1,0,0,0,1,1,0,0,0,0,0,1.8822517514016,2868.03344905377,0,0,1,0,16.4610375673386,7.55387130311165,0,0,1,8.95153767688628,1.03041924322964,54.894688,0,18,0,4.36670895800661,0,0,0,0,0,0,0,1,0,44.2440509567511,1,0,0,"1"
1,0,0,1,12,1.55034387381884,2.01,0,0,0,0,0,0.324163543682482,0,0,0,0,0.194896538058056,0,2,0,0,1,0,0,20.1446189710008,0,0,0,0,0.0215866972346133,82.04,0,0,0,3.05153316854135,0,0,3.37548171941596,0.138888888888889,0,0.319444444444444,0,0,0,3283.33936943297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0.0762506986733704,0,0,0,1913.83648012683,0.814938127649785,0,294,1,0,0,0,1,1,0,0,0,0,0,3.86966387823471,2618.52097154294,0,0,0,1,8.58990297403574,7.52662511185859,1,0,0,9.33532709910168,1.27926703646336,41.941102,0,6,0,4.63948203808324,0,0,0,0,0,1,0,0,0,41.6518433926481,1,0,0,"0"
